Respondent_ID,Gender,Age_Group,Education,Experience,Organization_Size,IT_Subsector,Role_Level,GHRM1,GHRM2,GHRM3,GHRM4,GHRM5,GHRM6,GHRM7,GHRM8,GHRM9,GHRM10,GHRM11,GHRM12,GHRM13,GHRM14,GHRM15,GHRM16,GHRM17,GHRM18,EGB1,EGB2,EGB3,EGB4,EGB5,EGB6,EGB7,EGB8,EGB9,EGB10,EGB11,EGB12,GOC1,GOC2,GOC3,GOC4,GOC5,GOC6,GOC7,GOC8,EK1,EK2,EK3,EK4,EK5,EK6,SO1,SO2,SO3,SO4,SO5,SO6,SO7,SO8,SO9,SO10
R0439,Male,31-35,Bachelor's,2-5 yrs,Medium (500-2000),Software Products,Mid-level,3,2,3,3,4,3,3,2,3,3,2,2,2,2,3,2,2,3,4,3,4,3,5,3,3,5,3,4,3,3,2,2,2,2,2,2,2,2,4,3,4,3,3,2,4,5,3,3,5,4,4,3,4,4
R0440,Female,31-35,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,4,4,4,5,3,4,4,4,4,4,5,4,3,3,4,4,5,4,1,1,1,1,1,1,1,1,1,2,1,1,4,3,4,4,4,3,3,4,5,5,5,5,5,5,3,3,3,3,3,2,3,3,3,4
R0441,Male,26-30,Bachelor's,6-10 yrs,Large (>2000),Software Products,Senior/Managerial,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,4,5,3,3,4,4,4,4,5,5,5,5,5,4,2,3,2,2,3,3,3,2,2,3
R0442,Male,46+,Bachelor's,6-10 yrs,Large (>2000),Digital Enterprises,Mid-level,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,3,2,5,4,5,4,5,5,5,5,5,4
R0443,Female,36-40,Bachelor's,2-5 yrs,Medium (500-2000),Software Products,Mid-level,3,5,4,4,4,5,4,4,4,4,5,5,4,4,3,4,4,4,3,3,3,3,4,3,4,4,3,4,3,3,2,2,2,3,2,1,2,2,4,4,4,5,3,3,3,2,4,3,3,2,3,3,2,3
R0444,Male,26-30,Bachelor's,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,3,4,4,2,3,4,3,2,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,5,5,5
R0445,Male,36-40,Master's,2-5 yrs,Medium (500-2000),Software Products,Mid-level,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,3,5,5,5,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,5,4,5,4,4,3,4,3,4
R0446,Female,26-30,Bachelor's,6-10 yrs,Large (>2000),Software Products,Senior/Managerial,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,3,3,4,4,1,2,2,2,2,3,3,3,2,2,1,2,3,3,2,3
R0447,Male,31-35,Master's,<2 yrs,Small (<500),IT Services/ITES,Senior/Managerial,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,4,5,4,5,4,3,4,4,3,4,5,4,5,5,5,5,4,5,5,5
R0448,Female,31-35,Master's,>15 yrs,Medium (500-2000),Software Products,Senior/Managerial,3,3,3,4,2,4,3,2,3,3,3,3,3,3,2,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,5,4,4,4,5,1,1,1,2,1,2,2,3,2,3,3,3,2,2,3,3
R0449,Female,26-30,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4,5,4,4,4,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5
R0450,Male,31-35,Doctorate,6-10 yrs,Small (<500),Software Products,Entry-level,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,5,5,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,5,4,4,4,4,4
R0451,Female,46+,Bachelor's,6-10 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,3,4,4,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,5,4,4,5,4,4,4,2,2,3,3,4,3,3,3,4,3,3,3,3,3,2,3,4,3,2,3,3,3,3,4
R0452,Female,36-40,Bachelor's,<2 yrs,Small (<500),Digital Enterprises,Mid-level,4,4,4,4,5,4,4,5,4,4,4,5,4,5,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,2,3,2,5,5,5,5,5,5,5,5,5,5
R0453,Female,31-35,Master's,<2 yrs,Large (>2000),AI/ML Firms,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0454,Female,36-40,Bachelor's,2-5 yrs,Large (>2000),Software Products,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,5,3,4,4,4,3
R0455,Male,36-40,Bachelor's,6-10 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,3,3,4,4,4,3,3,3,3,4,4,3,3,4,4,5,5,4,4,5,4,4,4,4,4,4,5,4,3,5,3,2,1,2,2,2,2,2,3,3,3,2,3,3,4,5,5,5,5,4,5,4,5,5
R0456,Female,41-45,Master's,6-10 yrs,Large (>2000),Software Products,Mid-level,4,3,4,4,3,4,4,4,4,5,4,5,3,3,3,3,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,3,3,2,3,3,4,5,3,3,5,3,4,4,3,4
R0457,Female,21-25,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,2,5,5,4,5,5,5,5,5,5,5
R0458,Female,26-30,Master's,6-10 yrs,Large (>2000),Digital Enterprises,Mid-level,2,2,2,2,2,2,2,2,2,3,1,2,2,1,3,2,2,3,3,3,2,3,3,2,3,3,2,3,3,3,4,3,2,3,3,3,4,3,1,2,1,3,2,2,3,3,3,2,3,3,3,3,3,3
R0459,Male,36-40,Master's,2-5 yrs,Large (>2000),Software Products,Mid-level,4,4,4,4,5,4,5,4,4,4,4,3,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,3,2,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
R0460,Female,46+,Master's,6-10 yrs,Medium (500-2000),Software Products,Mid-level,3,3,4,3,4,4,3,4,4,4,3,4,2,4,3,5,4,3,5,4,4,5,4,5,4,5,5,4,4,5,2,3,3,2,2,2,2,2,5,5,5,5,5,4,4,4,4,5,4,5,5,4,4,4
R0461,Male,31-35,Bachelor's,2-5 yrs,Large (>2000),Digital Enterprises,Mid-level,4,3,3,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,4,4,2,3,2,3,4,3,5,4,4,4,3,5,4,5,4,5
R0462,Female,46+,Bachelor's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,2,2,2,2,2,2,2,2,2,3,3,1,2,2,1,2,2,2,4,2,3,2,3,3,2,3,3,4,2,3,1,1,1,3,1,1,1,1,3,4,4,4,5,5,4,3,4,4,4,3,4,4,4,4
R0463,Male,31-35,Master's,6-10 yrs,Medium (500-2000),Software Products,Senior/Managerial,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,3,3,3,3,3,3,4,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2
R0464,Male,21-25,Bachelor's,6-10 yrs,Medium (500-2000),Digital Enterprises,Mid-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,2,2,2,2,2,1,3,3,3,4,3,3,4,4,2,2,3,3,3,4,3,4,3,3,5,3,4,4,4,4,3
R0465,Male,41-45,Bachelor's,6-10 yrs,Small (<500),Software Products,Entry-level,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,3,1,2,2,2,2,2,2,2,1,3,2,5,5,5,5,5,5,4,5,3,3,4,3,2,2,2,3,3,3,2,1,2,3,3,2
R0466,Female,36-40,Master's,11-15 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,3,3,3,4,3,3,3,1,4,3,4,3,2,2,2,2,3,3,1,1,1,2,1,2,1,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1
R0467,Female,31-35,Master's,6-10 yrs,Large (>2000),Software Products,Entry-level,2,3,2,3,3,3,3,3,4,2,2,3,4,3,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,4,3,1,3,2,3,3,3,2,2,3,2,2,3,2,3,4,2
R0468,Male,36-40,Bachelor's,2-5 yrs,Small (<500),Digital Enterprises,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,2,2,3,5,5,5,5,5,5,5,5,5,5
R0469,Female,26-30,Master's,<2 yrs,Small (<500),AI/ML Firms,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,4,4,5,4,5,4,4,5,5,5,5,4,2,2,2,2,1,3,5,5,5,5,5,5,5,5,5,5
R0470,Male,31-35,Master's,2-5 yrs,Large (>2000),Software Products,Mid-level,3,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,1,2,2,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,5,5,5,4,5,4,5,5,5,4
R0471,Male,31-35,Master's,11-15 yrs,Small (<500),Digital Enterprises,Mid-level,4,5,4,4,5,4,4,4,4,4,5,4,4,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,2,2,2,2,2,1,4,3,4,4,4,5,4,4,4,4
R0472,Male,31-35,Bachelor's,6-10 yrs,Large (>2000),Software Products,Entry-level,3,2,2,3,3,3,2,3,3,5,3,3,3,3,3,4,3,4,3,3,2,3,2,3,3,3,3,3,3,3,5,3,3,3,3,3,4,4,5,4,4,4,4,4,4,3,5,4,5,5,5,4,4,4
R0473,Male,31-35,Master's,2-5 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,5,4,4,5,5,4,4,4,5,5,5,5,3,4,5,4,4,4,4,4,2,3,4,2,4,3,4,4,3,3,3,4,3,3,3,4
R0474,Male,21-25,Master's,<2 yrs,Medium (500-2000),AI/ML Firms,Entry-level,4,5,4,3,3,4,4,5,4,3,4,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,4
R0475,Male,21-25,Master's,6-10 yrs,Small (<500),Software Products,Senior/Managerial,4,4,5,5,5,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4,5,4,5,4,4,4,4,3,1,1,2,2,2,1,2,2,2,1,1,1,1,4,3,3,3,3,3,3,2,4,3
R0476,Male,21-25,Master's,6-10 yrs,Small (<500),IT Services/ITES,Mid-level,3,2,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,3,4,4,4,4,4,4,3,5,1,2,1,2,1,1,2,1,3,4,3,4,4,4,3,4,2,3,2,3,4,3,3,3
R0477,Male,31-35,Bachelor's,11-15 yrs,Medium (500-2000),Software Products,Mid-level,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,2,2,3,3,4,4,5,4,4,5,4,5,5,5
R0478,Male,31-35,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Entry-level,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,4,4,3,3,4,4,3,4,3,3,2,3,3,2,2,4,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,5,5,4
R0479,Female,31-35,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Entry-level,3,4,4,3,3,4,3,4,4,4,4,3,5,4,4,3,3,3,4,3,4,5,5,4,5,4,5,4,4,4,3,3,3,4,3,3,3,3,4,4,3,4,4,4,5,4,5,5,5,5,5,4,5,5
R0480,Male,31-35,Bachelor's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5
R0481,Male,21-25,Master's,6-10 yrs,Large (>2000),Digital Enterprises,Senior/Managerial,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,5,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,2,3,3,2,3,1,3,3,3,3
R0482,Male,36-40,Master's,6-10 yrs,Medium (500-2000),Digital Enterprises,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0483,Female,36-40,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4
R0484,Female,36-40,Doctorate,11-15 yrs,Small (<500),IT Services/ITES,Senior/Managerial,4,5,5,5,4,4,5,5,5,5,4,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,4,5,5,5,5,5,5,4,5
R0485,Male,21-25,Master's,2-5 yrs,Large (>2000),Software Products,Mid-level,3,4,2,4,3,4,3,4,4,4,5,4,3,3,3,4,3,4,4,3,5,4,5,3,5,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5
R0486,Female,31-35,Master's,2-5 yrs,Medium (500-2000),Digital Enterprises,Mid-level,4,3,3,4,3,3,3,3,3,4,4,3,3,3,4,3,3,3,5,5,4,5,5,5,5,4,5,4,4,5,5,4,4,5,5,5,4,5,3,3,4,3,3,3,5,5,5,5,4,5,5,5,5,5
R0487,Female,31-35,Master's,2-5 yrs,Large (>2000),Digital Enterprises,Mid-level,3,2,3,2,3,1,2,2,3,2,2,2,3,2,2,1,1,2,4,4,5,4,4,4,4,4,5,5,4,5,5,5,5,5,4,5,5,4,3,2,2,2,3,2,3,3,2,3,3,2,3,3,1,2
R0488,Female,36-40,Master's,11-15 yrs,Large (>2000),Digital Enterprises,Entry-level,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,3,4,4,5,4,4,3,3,3,4,3,3,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,2,2,1,2,1,2,2,1
R0489,Male,21-25,Bachelor's,11-15 yrs,Small (<500),AI/ML Firms,Entry-level,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,4,4,5,4,4,1,1,1,1,1,1,1,1,1,1
R0490,Female,36-40,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Leadership,4,4,4,4,5,5,4,4,4,5,4,5,5,5,4,4,4,3,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5
R0491,Male,46+,Bachelor's,2-5 yrs,Large (>2000),Software Products,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,3,3,2,2,1,5,5,5,5,5,5,5,5,3,2,3,3,2,3,4,4,4,3,3,4,3,3,2,3
R0492,Male,41-45,Master's,<2 yrs,Large (>2000),IT Services/ITES,Entry-level,5,4,4,3,5,4,4,3,4,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,4,4,3,4,4,4,4,4,4,4,5,3,4
R0493,Female,41-45,Master's,6-10 yrs,Medium (500-2000),Software Products,Mid-level,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,1,2,3,3,2,2,3,3,2,5,5,5,5,5,5,5,5,5,5
R0494,Male,21-25,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,5,4,4,4,3,4,4,4,5,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5
R0495,Female,31-35,Bachelor's,6-10 yrs,Small (<500),IT Services/ITES,Mid-level,3,3,4,3,3,4,3,3,3,3,4,3,2,3,3,3,2,3,2,2,2,2,1,2,3,2,2,2,2,1,2,1,3,2,2,3,2,2,4,4,4,4,5,4,3,2,4,2,4,3,3,3,3,4
R0496,Male,26-30,Bachelor's,6-10 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,5,5,5,5,4,5,4,5,4,4,5,4,5,5,5,4,5,4,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,4,4,3,3,3,2,2,1,2,2,4,4,3,3,4,3,3,3,5,3
R0497,Male,31-35,Master's,11-15 yrs,Medium (500-2000),IT Services/ITES,Mid-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,5,5,5,4,5,4,5,4,4,5,4,5,4,4,1,2,1,1,1,1,2,1,1,2
R0498,Male,36-40,Bachelor's,2-5 yrs,Large (>2000),Software Products,Senior/Managerial,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,2,4,4,4,3,4,3,3,3,4,3,3,4,3,5,5,4,5,5,5,5,5,3,2,1,2,2,2,3,4,4,4,3,4,4,3,3,4
R0499,Female,36-40,Master's,11-15 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1,2,2,2,5,5,4,5,5,5,5,5,2,2,2,3,2,2,3,4,3,3,4,4,4,3,3,3
R0500,Male,46+,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,3,1,2,2,2,2,2,4,3,2,3,3,3,3,2,5,5,5,5,5,5,3,3,2,3,4,3,2,3,3,2
R0501,Male,46+,Bachelor's,6-10 yrs,Large (>2000),Software Products,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0502,Female,26-30,Bachelor's,6-10 yrs,Small (<500),IT Services/ITES,Leadership,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5
R0503,Male,41-45,Bachelor's,>15 yrs,Medium (500-2000),Software Products,Entry-level,2,2,3,2,2,3,2,3,3,2,3,2,3,2,3,3,1,2,4,4,4,4,5,5,4,5,5,5,4,4,4,3,4,4,3,3,3,3,2,1,2,2,2,3,3,2,4,2,3,3,2,3,3,3
R0504,Male,41-45,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,5,4,5,3,3,3,4,3,3,3,3,3,4,3,3,1,2,2,2,3,2,4,4,4,3,4,4,3,4,4,5
R0505,Female,36-40,Bachelor's,6-10 yrs,Large (>2000),Software Products,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,3,4,3,4,3,3,3,4,4,4,4,3,4,5,3,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2
R0506,Male,26-30,Bachelor's,6-10 yrs,Large (>2000),Software Products,Senior/Managerial,3,2,3,3,3,2,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,4,4,4,4,5,4,3,3,1,1,1,2,2,1,1,1,1,1
R0507,Male,26-30,Doctorate,>15 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,5,5,4,3,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,4,3,3,3,4,4,3,4,3
R0508,Male,31-35,Master's,<2 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,4,4,5,4,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,3,3,3,4,4,3,3,3,4,4,4,3,3,2,1,4,3,2,3,4,4,4,3,4,3,3,3,3,4,3,2,3,3,3,3
R0509,Male,21-25,Master's,6-10 yrs,Large (>2000),Digital Enterprises,Mid-level,3,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,4,4,4,4,5,5,5,4,4,3,4,3,4,4,5,4,4,4,4,4,2,3,3,3,3,4,4,4,5,4,3,4,4,5,4,5
R0510,Male,26-30,Master's,2-5 yrs,Large (>2000),Software Products,Senior/Managerial,5,5,4,4,4,3,4,5,4,4,4,4,5,4,4,4,5,4,3,4,3,3,2,3,2,2,2,1,3,3,4,4,5,4,4,4,4,4,1,1,3,2,2,2,4,4,4,3,3,4,3,4,4,4
R0511,Female,21-25,Master's,11-15 yrs,Medium (500-2000),IT Services/ITES,Entry-level,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,3,4,3,4,3,3,4,3,4,3,4,3,2,1,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,4,3,3,3,2,4
R0512,Male,31-35,Doctorate,11-15 yrs,Large (>2000),Software Products,Senior/Managerial,3,3,3,4,3,3,3,2,3,3,3,4,3,4,3,3,3,4,3,2,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5
R0513,Male,31-35,Master's,6-10 yrs,Medium (500-2000),Software Products,Mid-level,4,4,3,3,4,3,3,3,3,3,4,3,3,5,3,4,5,3,5,5,5,5,4,5,5,5,5,4,5,4,4,2,4,3,3,3,4,3,3,2,2,3,1,2,3,3,3,3,3,4,4,4,4,4
R0514,Male,21-25,Master's,6-10 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,3,3,3,4,3,3,3,3,3,2,4,3,3,4,2,4,3,3,4,5,4,4,4,5,4,5,4,3,5,4,3,4,3,4,3,3,4,4,3,3,3,3,3,2,3,3,5,4,4,4,5,3,4,4
R0515,Female,41-45,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,5,5,4,5,4,5,5,5,5,5
R0516,Female,21-25,Master's,6-10 yrs,Large (>2000),AI/ML Firms,Entry-level,4,5,4,3,4,4,4,4,3,4,4,4,4,5,4,3,4,4,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,3,5,3,4,4,5,4,5,4,4,4,3,4,4,3,3,3,3,4,3,4
R0517,Male,26-30,Master's,2-5 yrs,Small (<500),AI/ML Firms,Senior/Managerial,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,5,4,4,4,4,5,3,4,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,4,5,4,4,4,5,5,5,4
R0518,Female,31-35,Master's,11-15 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,3,3,2,3,3,2,2,2,2,1,3,3,2,3,2,2,3,2,3,3,4,4,3,4,3,4,4,5,3,3,1,2,1,1,1,1,1,1,5,5,5,5,5,5,2,2,2,3,2,2,2,2,2,2
R0519,Male,31-35,Bachelor's,6-10 yrs,Medium (500-2000),Digital Enterprises,Entry-level,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,3,3,4,3,2,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
R0520,Male,26-30,Master's,2-5 yrs,Small (<500),Software Products,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,2,3,2,2,3,3,2,3,4,3,4,4,5,4,4,3,3,3,3,2,2,4,3,4,3,4,4,4,3,3,3
R0521,Male,36-40,Bachelor's,6-10 yrs,Large (>2000),Software Products,Mid-level,3,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,3,2,3,3,3,2,3,3,2,3,4,3,3,4,3,3,3,2,3,1,2,3,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5
R0522,Female,26-30,Bachelor's,<2 yrs,Small (<500),IT Services/ITES,Entry-level,2,2,2,1,3,2,3,2,2,3,1,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,3,5,5,5,5,5,5,5,5,2,3,2,2,2,2,3,2,2,3,3,4,3,2,2,3
R0523,Male,26-30,Bachelor's,11-15 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,3,3,4,3,3,4,3,5,5,5,5,5,5,5,5,5,5
R0524,Male,31-35,Bachelor's,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,4,4,3,3,4,5,4,4,4,5,4
R0525,Female,21-25,Master's,6-10 yrs,Small (<500),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5
R0526,Female,46+,Bachelor's,2-5 yrs,Medium (500-2000),Digital Enterprises,Entry-level,2,3,3,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,1,2,3,2,2,2,2,2,2,1,2,2,4,4,3,4,3,4,3,4,5,5,5,4,5,5,2,3,3,2,2,3,2,2,3,2
